t_wall,id,putio_status,lifecycle_state,percent_done,putio_pct,local_present,local_dl,local_total
1.02,4001,DOWNLOADING,None,0.13,26,False,,
1.02,4002,DOWNLOADING,None,0.015,3,False,,
1.02,4003,DOWNLOADING,None,0.15,30,False,,
1.02,4004,DOWNLOADING,None,0.11,22,False,,
1.08,4001,DOWNLOADING,None,0.13,26,False,,
1.08,4002,DOWNLOADING,None,0.015,3,False,,
1.08,4003,DOWNLOADING,None,0.15,30,False,,
1.08,4004,DOWNLOADING,None,0.11,22,False,,
1.15,4001,DOWNLOADING,None,0.13,26,False,,
1.15,4002,DOWNLOADING,None,0.015,3,False,,
1.15,4003,DOWNLOADING,None,0.15,30,False,,
1.15,4004,DOWNLOADING,None,0.11,22,False,,
1.21,4001,DOWNLOADING,None,0.13,26,False,,
1.21,4002,DOWNLOADING,None,0.015,3,False,,
1.21,4003,DOWNLOADING,None,0.15,30,False,,
1.21,4004,DOWNLOADING,None,0.11,22,False,,
1.26,4001,DOWNLOADING,None,0.13,26,False,,
1.26,4002,DOWNLOADING,None,0.015,3,False,,
1.26,4003,DOWNLOADING,None,0.15,30,False,,
1.26,4004,DOWNLOADING,None,0.11,22,False,,
1.32,4001,DOWNLOADING,None,0.13,26,False,,
1.32,4002,DOWNLOADING,None,0.015,3,False,,
1.32,4003,DOWNLOADING,None,0.15,30,False,,
1.32,4004,DOWNLOADING,None,0.11,22,False,,
1.38,4001,DOWNLOADING,None,0.13,26,False,,
1.38,4002,DOWNLOADING,None,0.015,3,False,,
1.38,4003,DOWNLOADING,None,0.15,30,False,,
1.38,4004,DOWNLOADING,None,0.11,22,False,,
1.45,4001,DOWNLOADING,None,0.13,26,False,,
1.45,4002,DOWNLOADING,None,0.015,3,False,,
1.45,4003,DOWNLOADING,None,0.15,30,False,,
1.45,4004,DOWNLOADING,None,0.11,22,False,,
1.5,4001,DOWNLOADING,None,0.13,26,False,,
1.5,4002,DOWNLOADING,None,0.015,3,False,,
1.5,4003,DOWNLOADING,None,0.15,30,False,,
1.5,4004,DOWNLOADING,None,0.11,22,False,,
1.56,4001,DOWNLOADING,None,0.13,26,False,,
1.56,4002,DOWNLOADING,None,0.015,3,False,,
1.56,4003,DOWNLOADING,None,0.15,30,False,,
1.56,4004,DOWNLOADING,None,0.11,22,False,,
1.62,4001,DOWNLOADING,None,0.13,26,False,,
1.62,4002,DOWNLOADING,None,0.015,3,False,,
1.62,4003,DOWNLOADING,None,0.15,30,False,,
1.62,4004,DOWNLOADING,None,0.11,22,False,,
1.68,4001,DOWNLOADING,None,0.13,26,False,,
1.68,4002,DOWNLOADING,None,0.015,3,False,,
1.68,4003,DOWNLOADING,None,0.15,30,False,,
1.68,4004,DOWNLOADING,None,0.11,22,False,,
1.74,4001,DOWNLOADING,None,0.13,26,False,,
1.74,4002,DOWNLOADING,None,0.015,3,False,,
1.74,4003,DOWNLOADING,None,0.15,30,False,,
1.74,4004,DOWNLOADING,None,0.11,22,False,,
1.8,4001,DOWNLOADING,None,0.13,26,False,,
1.8,4002,DOWNLOADING,None,0.015,3,False,,
1.8,4003,DOWNLOADING,None,0.15,30,False,,
1.8,4004,DOWNLOADING,None,0.11,22,False,,
1.86,4001,DOWNLOADING,None,0.13,26,False,,
1.86,4002,DOWNLOADING,None,0.015,3,False,,
1.86,4003,DOWNLOADING,None,0.15,30,False,,
1.86,4004,DOWNLOADING,None,0.11,22,False,,
1.92,4001,DOWNLOADING,None,0.13,26,False,,
1.92,4002,DOWNLOADING,None,0.015,3,False,,
1.92,4003,DOWNLOADING,None,0.15,30,False,,
1.92,4004,DOWNLOADING,None,0.11,22,False,,
1.98,4002,DOWNLOADING,None,0.08,16,False,,
1.98,4003,DOWNLOADING,None,0.35,70,False,,
1.98,4004,DOWNLOADING,None,0.33,66,False,,
1.98,4001,DOWNLOADING,None,0.265,53,False,,
2.04,4002,DOWNLOADING,None,0.08,16,False,,
2.04,4003,DOWNLOADING,None,0.35,70,False,,
2.04,4004,DOWNLOADING,None,0.33,66,False,,
2.04,4001,DOWNLOADING,None,0.265,53,False,,
2.09,4002,DOWNLOADING,None,0.08,16,False,,
2.09,4003,DOWNLOADING,None,0.35,70,False,,
2.09,4004,DOWNLOADING,None,0.33,66,False,,
2.09,4001,DOWNLOADING,None,0.265,53,False,,
2.16,4002,DOWNLOADING,None,0.08,16,False,,
2.16,4003,DOWNLOADING,None,0.35,70,False,,
2.16,4004,DOWNLOADING,None,0.33,66,False,,
2.16,4001,DOWNLOADING,None,0.265,53,False,,
2.22,4002,DOWNLOADING,None,0.08,16,False,,
2.22,4003,DOWNLOADING,None,0.35,70,False,,
2.22,4004,DOWNLOADING,None,0.33,66,False,,
2.22,4001,DOWNLOADING,None,0.265,53,False,,
2.28,4002,DOWNLOADING,None,0.08,16,False,,
2.28,4003,DOWNLOADING,None,0.35,70,False,,
2.28,4004,DOWNLOADING,None,0.33,66,False,,
2.28,4001,DOWNLOADING,None,0.265,53,False,,
2.34,4002,DOWNLOADING,None,0.08,16,False,,
2.34,4003,DOWNLOADING,None,0.35,70,False,,
2.34,4004,DOWNLOADING,None,0.33,66,False,,
2.34,4001,DOWNLOADING,None,0.265,53,False,,
2.41,4002,DOWNLOADING,None,0.08,16,False,,
2.41,4003,DOWNLOADING,None,0.35,70,False,,
2.41,4004,DOWNLOADING,None,0.33,66,False,,
2.41,4001,DOWNLOADING,None,0.265,53,False,,
2.47,4002,DOWNLOADING,None,0.08,16,False,,
2.47,4003,DOWNLOADING,None,0.35,70,False,,
2.47,4004,DOWNLOADING,None,0.33,66,False,,
2.47,4001,DOWNLOADING,None,0.265,53,False,,
2.53,4002,DOWNLOADING,None,0.08,16,False,,
2.53,4003,DOWNLOADING,None,0.35,70,False,,
2.53,4004,DOWNLOADING,None,0.33,66,False,,
2.53,4001,DOWNLOADING,None,0.265,53,False,,
2.59,4002,DOWNLOADING,None,0.08,16,False,,
2.59,4003,DOWNLOADING,None,0.35,70,False,,
2.59,4004,DOWNLOADING,None,0.33,66,False,,
2.59,4001,DOWNLOADING,None,0.265,53,False,,
2.66,4002,DOWNLOADING,None,0.08,16,False,,
2.66,4003,DOWNLOADING,None,0.35,70,False,,
2.66,4004,DOWNLOADING,None,0.33,66,False,,
2.66,4001,DOWNLOADING,None,0.265,53,False,,
2.72,4002,DOWNLOADING,None,0.08,16,False,,
2.72,4003,DOWNLOADING,None,0.35,70,False,,
2.72,4004,DOWNLOADING,None,0.33,66,False,,
2.72,4001,DOWNLOADING,None,0.265,53,False,,
2.79,4002,DOWNLOADING,None,0.08,16,False,,
2.79,4003,DOWNLOADING,None,0.35,70,False,,
2.79,4004,DOWNLOADING,None,0.33,66,False,,
